,Timestamp,Product Identifier,Location Identifier,Demand Quantity,External Factors,Historical Sales Units,Historical Sales Cost
41,2023-01-11 18:06:04,PROD003,Amazon,136.79999999999998,Product Launch & Promotions,97.79999999999998,201.54640225035698
42,2023-01-11 02:56:15,PROD002,Flipkart,84.0,Product Launch & Promotions,57.0,156.90608264575783
43,2023-01-11 19:51:41,PROD003,Amazon,162.0,Product Launch & Promotions,143.0,610.383565286044
44,2023-01-12 03:56:08,PROD002,Amazon,75.6,Product Launch & Promotions,61.599999999999994,244.53147093291807
45,2023-01-12 19:13:45,PROD002,Amazon,164.4,Product Launch & Promotions,146.4,517.8097487231028
46,2023-01-12 08:57:58,PROD001,Amazon,157.2,Product Launch & Promotions,139.2,375.0469901634828
47,2023-01-12 10:49:08,PROD003,Flipkart,84.0,Product Launch & Promotions,57.0,226.00064710332822
48,2023-01-13 17:00:07,PROD001,Offline Store,82.8,Product Launch & Promotions,46.8,148.93450213927377
49,2023-01-13 17:09:27,PROD001,Amazon,106.8,Product Launch & Promotions,67.8,166.69349095675182
50,2023-01-13 01:57:22,PROD001,Offline Store,97.2,Product Launch & Promotions,76.2,279.4813035617135
51,2023-01-13 13:39:47,PROD001,Amazon,84.0,Product Launch & Promotions,49.0,240.3363824544687
52,2023-01-14 13:01:11,PROD003,Flipkart,180.0,Product Launch & Promotions,145.0,684.8732139080288
53,2023-01-14 23:51:15,PROD002,Amazon,180.0,Product Launch & Promotions,158.0,601.2078149044248
54,2023-01-14 15:14:12,PROD002,Flipkart,106.8,Product Launch & Promotions,69.8,298.8937575672601
55,2023-01-14 00:42:12,PROD002,Flipkart,102.0,Product Launch & Promotions,62.0,276.35952962351104
56,2023-01-15 11:41:32,PROD002,Offline Store,141.6,Product Launch & Promotions,131.6,305.9172906280639
57,2023-01-15 08:11:37,PROD002,Amazon,75.6,Product Launch & Promotions,54.599999999999994,184.89116208932342
58,2023-01-15 10:27:38,PROD003,Amazon,118.8,Product Launch & Promotions,102.8,472.6763461730853
59,2023-01-15 22:27:00,PROD003,Offline Store,164.4,Product Launch & Promotions,131.4,509.5324075505308
60,2023-01-16 06:23:27,PROD001,Offline Store,110.39999999999999,Product Launch & Promotions,79.39999999999999,277.3141581989795
61,2023-01-16 23:57:19,PROD003,Flipkart,162.0,Product Launch & Promotions,140.0,368.7000288267614
62,2023-01-16 17:08:12,PROD002,Offline Store,117.6,Product Launch & Promotions,79.6,295.25803377483817
63,2023-01-16 18:19:25,PROD003,Amazon,105.6,Product Launch & Promotions,82.6,177.39629205349354
64,2023-01-17 19:41:20,PROD002,Flipkart,127.19999999999999,Product Launch & Promotions,101.19999999999999,374.6939039953524
65,2023-01-17 23:10:42,PROD001,Flipkart,138.0,Product Launch & Promotions,109.0,398.44027262897947
66,2023-01-17 07:43:19,PROD001,Amazon,81.6,Product Launch & Promotions,64.6,70.91152018861192
67,2023-01-17 19:54:49,PROD001,Flipkart,123.6,Product Launch & Promotions,95.6,434.45875402109533
68,2023-01-18 22:24:31,PROD002,Amazon,81.6,Product Launch & Promotions,71.6,259.4950143824149
69,2023-01-18 03:49:27,PROD001,Amazon,166.79999999999998,Product Launch & Promotions,155.79999999999998,478.5912700765392
70,2023-01-18 03:29:08,PROD002,Offline Store,140.4,Product Launch & Promotions,111.4,551.6048770864093
71,2023-01-18 14:39:52,PROD003,Offline Store,124.8,Product Launch & Promotions,97.8,422.71865919501755
72,2023-01-19 05:47:55,PROD002,Flipkart,99.6,Product Launch & Promotions,63.599999999999994,254.85201448573008
73,2023-01-19 16:31:40,PROD001,Flipkart,127.19999999999999,Product Launch & Promotions,108.19999999999999,141.73479555265766
74,2023-01-19 10:20:57,PROD003,Amazon,80.39999999999999,Product Launch & Promotions,58.39999999999999,93.63404171185701
75,2023-01-19 22:13:04,PROD002,Flipkart,110.39999999999999,Product Launch & Promotions,87.39999999999999,277.0968547201688
76,2023-01-20 13:24:57,PROD003,Offline Store,62.4,Product Launch & Promotions,28.4,125.72475886972693
77,2023-01-20 15:00:22,PROD002,Flipkart,123.6,Product Launch & Promotions,90.6,285.65113370194786
78,2023-01-20 19:57:14,PROD002,Amazon,100.8,Product Launch & Promotions,90.8,249.0956265001384
79,2023-01-20 21:43:51,PROD002,Offline Store,85.2,Product Launch & Promotions,46.2,201.52544653396083
80,2023-01-21 19:34:01,PROD002,Offline Store,146.4,Product Launch & Promotions,134.4,490.8286692751203
81,2023-01-21 04:55:29,PROD001,Amazon,99.6,Product Launch & Promotions,83.6,210.37233218451385
82,2023-01-21 10:48:56,PROD002,Flipkart,175.2,Product Launch & Promotions,152.2,731.2930681711099
83,2023-01-21 02:30:01,PROD003,Offline Store,67.2,Product Launch & Promotions,46.2,230.98296670850186
84,2023-01-22 02:49:41,PROD001,Amazon,97.2,Product Launch & Promotions,87.2,156.73700600805148
85,2023-01-22 07:08:30,PROD003,Amazon,146.4,Product Launch & Promotions,122.4,586.4218380772728
86,2023-01-22 11:10:38,PROD003,Offline Store,169.2,Product Launch & Promotions,133.2,194.22311387067666
87,2023-01-22 09:06:37,PROD001,Flipkart,147.6,Product Launch & Promotions,107.6,399.13027226041595
88,2023-01-23 22:12:04,PROD003,Offline Store,156.0,Product Launch & Promotions,124.0,244.45329274641753
89,2023-01-23 21:38:51,PROD001,Offline Store,180.0,Product Launch & Promotions,153.0,178.1343076861553
90,2023-01-23 11:04:32,PROD003,Flipkart,61.199999999999996,Product Launch & Promotions,25.199999999999996,110.83722320155738
91,2023-01-23 13:23:40,PROD002,Offline Store,82.8,Product Launch & Promotions,49.8,136.54903928552926
92,2023-01-24 20:17:39,PROD003,Flipkart,130.79999999999998,Product Launch & Promotions,97.79999999999998,268.1967416631234
93,2023-01-24 10:54:15,PROD001,Flipkart,128.4,Product Launch & Promotions,104.4,206.23737220614322
94,2023-01-24 21:24:21,PROD001,Flipkart,109.2,Product Launch & Promotions,93.2,160.9898987483875
95,2023-01-24 08:21:17,PROD003,Offline Store,102.0,Product Launch & Promotions,76.0,244.96047248755346
96,2023-01-25 02:15:46,PROD002,Flipkart,145.2,Product Launch & Promotions,113.19999999999999,456.49695509686075
97,2023-01-25 22:31:28,PROD001,Amazon,104.39999999999999,Product Launch & Promotions,72.39999999999999,136.57431757684472
98,2023-01-25 21:37:23,PROD002,Offline Store,140.4,Product Launch & Promotions,107.4,255.07817652520862
99,2023-01-25 11:44:29,PROD002,Flipkart,98.39999999999999,Product Launch & Promotions,65.39999999999999,125.7087516036896
100,2023-01-26 03:47:34,PROD003,Amazon,88.8,Product Launch & Promotions,63.8,119.02136009702016
101,2023-01-26 18:48:33,PROD003,Flipkart,74.39999999999999,Product Launch & Promotions,55.39999999999999,239.91044531327822
102,2023-01-26 05:19:00,PROD003,Offline Store,79.2,Product Launch & Promotions,68.2,143.03212994647532
103,2023-01-26 22:08:40,PROD002,Amazon,61.199999999999996,Product Launch & Promotions,36.199999999999996,119.32449900189289
104,2023-01-27 10:11:03,PROD002,Flipkart,76.8,Product Launch & Promotions,54.8,235.00774944963516
105,2023-01-27 18:40:43,PROD001,Amazon,82.8,Product Launch & Promotions,42.8,181.66752345828812
106,2023-01-27 07:07:35,PROD002,Offline Store,151.2,Product Launch & Promotions,134.2,558.6696774599475
107,2023-01-27 12:28:58,PROD002,Flipkart,150.0,Product Launch & Promotions,131.0,649.7763804846022
108,2023-01-28 01:39:47,PROD001,Amazon,156.0,Product Launch & Promotions,125.0,230.51259765269648
109,2023-01-28 07:11:35,PROD001,Amazon,60.0,Product Launch & Promotions,28.0,73.75396813792298
110,2023-01-28 09:02:14,PROD002,Offline Store,103.2,Product Launch & Promotions,79.2,301.9064584040896
111,2023-01-28 07:59:16,PROD003,Offline Store,160.79999999999998,Product Launch & Promotions,144.79999999999998,610.4221700190063
112,2023-01-29 17:14:41,PROD001,Flipkart,81.6,Product Launch & Promotions,66.6,85.62358053838888
113,2023-01-29 19:47:52,PROD003,Flipkart,127.19999999999999,Product Launch & Promotions,95.19999999999999,142.55387303292886
114,2023-01-29 12:17:32,PROD003,Flipkart,127.19999999999999,Product Launch & Promotions,116.19999999999999,153.58937276279508
115,2023-01-29 23:20:38,PROD002,Amazon,73.2,Product Launch & Promotions,42.2,80.8424413738444
116,2023-01-30 18:37:01,PROD003,Flipkart,147.6,Product Launch & Promotions,113.6,131.8812722769136
117,2023-01-30 16:41:28,PROD002,Amazon,148.79999999999998,Product Launch & Promotions,112.79999999999998,309.47130616914376
118,2023-01-30 02:30:22,PROD002,Flipkart,109.2,Product Launch & Promotions,72.2,265.7345575497184
119,2023-01-30 13:44:31,PROD002,Offline Store,121.19999999999999,Product Launch & Promotions,94.19999999999999,400.75168188926807
120,2023-01-31 02:20:16,PROD002,Amazon,177.6,Product Launch & Promotions,151.6,396.69175456525215
121,2023-01-31 00:42:55,PROD003,Flipkart,122.39999999999999,Product Launch & Promotions,96.39999999999999,117.30109532126654
122,2023-01-31 15:40:28,PROD001,Amazon,100.8,Product Launch & Promotions,61.8,197.56709478189399
123,2023-01-31 22:31:07,PROD001,Offline Store,152.4,Product Launch & Promotions,120.4,505.34949394498506
124,2023-02-01 17:00:35,PROD002,Amazon,93.6,Product Launch & Promotions,54.599999999999994,271.308959243916
125,2023-02-01 03:41:53,PROD001,Flipkart,169.2,Product Launch & Promotions,137.2,297.3736242716681
126,2023-02-01 15:30:15,PROD002,Offline Store,81.6,Product Launch & Promotions,42.599999999999994,107.96305665731433
127,2023-02-01 23:56:08,PROD001,Flipkart,177.6,Product Launch & Promotions,154.6,643.1398229507254
128,2023-02-02 16:17:52,PROD001,Flipkart,170.4,Product Launch & Promotions,142.4,312.4574120299986
129,2023-02-02 21:31:55,PROD001,Flipkart,141.6,Product Launch & Promotions,121.6,357.1836499323568
130,2023-02-02 17:24:29,PROD002,Amazon,166.79999999999998,Product Launch & Promotions,144.79999999999998,283.1161711810916
131,2023-02-02 13:02:20,PROD003,Flipkart,168.0,Product Launch & Promotions,146.0,679.4432180066614
132,2023-02-03 21:50:52,PROD003,Amazon,135.6,Product Launch & Promotions,121.6,590.8906068236108
133,2023-02-03 18:21:55,PROD001,Flipkart,74.39999999999999,Product Launch & Promotions,50.39999999999999,156.43173910040434
134,2023-02-03 04:26:55,PROD003,Amazon,70.8,Product Launch & Promotions,52.8,151.95641492797537
135,2023-02-03 22:25:41,PROD001,Flipkart,163.2,Product Launch & Promotions,141.2,626.556465618237
136,2023-02-04 20:45:56,PROD002,Offline Store,64.8,Product Launch & Promotions,47.8,165.85824905844066
137,2023-02-04 09:14:47,PROD001,Flipkart,74.39999999999999,Product Launch & Promotions,42.39999999999999,171.35869993182737
138,2023-02-04 14:10:44,PROD002,Amazon,66.0,Product Launch & Promotions,55.0,126.36242669188648
139,2023-02-04 11:27:09,PROD001,Offline Store,122.39999999999999,Product Launch & Promotions,87.39999999999999,285.2484504458115
140,2023-02-05 05:05:39,PROD002,Offline Store,164.4,Product Launch & Promotions,125.4,246.20022359512663
141,2023-02-05 07:29:40,PROD002,Flipkart,98.39999999999999,Product Launch & Promotions,60.39999999999999,221.50871729158172
142,2023-02-05 09:43:34,PROD001,Amazon,127.19999999999999,Product Launch & Promotions,99.19999999999999,474.2694999420675
143,2023-02-05 13:44:16,PROD002,Flipkart,90.0,Product Launch & Promotions,53.0,264.86719588603796
144,2023-02-06 07:24:36,PROD002,Offline Store,104.39999999999999,Product Launch & Promotions,85.39999999999999,424.50360210294815
145,2023-02-06 21:25:17,PROD001,Offline Store,164.4,Product Launch & Promotions,153.4,630.9720074365199
146,2023-02-06 23:31:53,PROD002,Amazon,152.4,Product Launch & Promotions,135.4,569.7263482065279
147,2023-02-06 19:16:43,PROD003,Offline Store,164.4,Product Launch & Promotions,134.4,585.090034079049
148,2023-02-07 20:41:02,PROD002,Flipkart,64.8,Product Launch & Promotions,31.799999999999997,105.52178804286082
149,2023-02-07 09:20:47,PROD002,Amazon,90.0,Product Launch & Promotions,63.0,96.30426903218945
150,2023-02-07 11:33:32,PROD002,Amazon,98.39999999999999,Product Launch & Promotions,58.39999999999999,271.92183554654963
151,2023-02-07 09:47:55,PROD002,Amazon,130.79999999999998,Product Launch & Promotions,116.79999999999998,566.6637464283396
152,2023-02-08 07:55:43,PROD003,Offline Store,120.0,Product Launch & Promotions,85.0,413.871714082011
153,2023-02-08 02:50:25,PROD001,Flipkart,141.6,Product Launch & Promotions,120.6,180.2192066147087
154,2023-02-08 21:16:37,PROD002,Offline Store,116.39999999999999,Product Launch & Promotions,99.39999999999999,142.4784102344141
155,2023-02-08 19:56:35,PROD002,Offline Store,93.6,Product Launch & Promotions,63.599999999999994,228.3627656346739
156,2023-02-09 22:19:41,PROD002,Amazon,80.39999999999999,Product Launch & Promotions,69.39999999999999,81.98827473731487
157,2023-02-09 15:07:06,PROD001,Offline Store,80.39999999999999,Product Launch & Promotions,59.39999999999999,151.74224948127383
158,2023-02-09 23:44:34,PROD002,Offline Store,174.0,Product Launch & Promotions,136.0,531.2699379031394
159,2023-02-09 03:53:31,PROD003,Flipkart,102.0,Product Launch & Promotions,81.0,91.6000769410352
160,2023-02-10 14:15:54,PROD002,Amazon,164.4,Product Launch & Promotions,126.4,312.12455501617444
161,2023-02-10 11:03:25,PROD002,Amazon,78.0,Product Launch & Promotions,42.0,201.43381242803912
162,2023-02-10 21:13:41,PROD003,Offline Store,62.4,Product Launch & Promotions,42.4,50.97811540842326
163,2023-02-10 04:50:36,PROD001,Amazon,176.4,Product Launch & Promotions,148.4,477.3777432305262
164,2023-02-11 07:21:49,PROD001,Offline Store,60.0,Product Launch & Promotions,46.0,97.01857165952566
165,2023-02-11 17:16:51,PROD001,Amazon,160.79999999999998,Product Launch & Promotions,146.79999999999998,655.5782001311935
166,2023-02-11 07:37:20,PROD001,Amazon,99.6,Product Launch & Promotions,66.6,80.55909835821741
167,2023-02-11 03:47:04,PROD002,Flipkart,178.79999999999998,Product Launch & Promotions,150.79999999999998,369.18190900672323
168,2023-02-12 16:14:39,PROD001,Offline Store,180.0,Product Launch & Promotions,149.0,690.616005992298
169,2023-02-12 14:41:01,PROD001,Flipkart,121.19999999999999,Product Launch & Promotions,108.19999999999999,292.6912224243804
170,2023-02-12 14:04:57,PROD001,Flipkart,152.4,Product Launch & Promotions,138.4,220.51760588557784
171,2023-02-12 20:37:35,PROD003,Flipkart,117.6,Product Launch & Promotions,91.6,456.03160974744236
172,2023-02-13 16:38:27,PROD001,Offline Store,76.8,Product Launch & Promotions,46.8,206.44280042173165
173,2023-02-13 17:46:55,PROD001,Flipkart,128.4,Product Launch & Promotions,105.4,479.81917487034866
174,2023-02-13 14:25:26,PROD003,Amazon,108.0,Product Launch & Promotions,77.0,208.44331392837506
175,2023-02-13 04:43:59,PROD002,Amazon,73.2,Product Launch & Promotions,61.2,264.8177582986444
176,2023-02-14 23:47:23,PROD001,Offline Store,68.39999999999999,Product Launch & Promotions,41.39999999999999,138.51861770165735
177,2023-02-14 21:07:26,PROD002,Offline Store,175.2,Product Launch & Promotions,136.2,366.61599902016366
178,2023-02-14 09:38:19,PROD002,Amazon,147.6,Product Launch & Promotions,133.6,404.76126509970135
179,2023-02-14 07:54:06,PROD002,Offline Store,116.39999999999999,Product Launch & Promotions,98.39999999999999,143.6188594055293
180,2023-02-15 13:54:35,PROD003,Offline Store,163.2,Product Launch & Promotions,153.2,547.0460475949207
181,2023-02-15 21:53:44,PROD002,Amazon,87.6,Product Launch & Promotions,53.599999999999994,112.18917134000819
182,2023-02-15 10:22:00,PROD001,Amazon,146.4,Product Launch & Promotions,134.4,487.78847568826126
183,2023-02-15 20:01:05,PROD003,Offline Store,92.39999999999999,Product Launch & Promotions,68.39999999999999,171.32678940047447
184,2023-02-16 11:19:46,PROD002,Offline Store,151.2,Product Launch & Promotions,140.2,187.84390801920213
185,2023-02-16 19:03:43,PROD001,Flipkart,127.19999999999999,Product Launch & Promotions,102.19999999999999,372.80053762001717
186,2023-02-16 13:17:13,PROD003,Amazon,112.8,Product Launch & Promotions,93.8,255.10359525088845
187,2023-02-16 18:31:33,PROD003,Flipkart,66.0,Product Launch & Promotions,37.0,69.63672845437364
188,2023-02-17 06:19:13,PROD001,Flipkart,104.39999999999999,Product Launch & Promotions,94.39999999999999,218.29900160212878
189,2023-02-17 13:11:08,PROD002,Offline Store,168.0,Product Launch & Promotions,141.0,270.78244386723605
190,2023-02-17 11:04:25,PROD003,Amazon,126.0,Product Launch & Promotions,87.0,93.5220547318047
191,2023-02-17 10:36:27,PROD003,Flipkart,168.0,Product Launch & Promotions,149.0,530.524434752357
192,2023-02-18 00:20:10,PROD003,Flipkart,165.6,Product Launch & Promotions,153.6,718.7065354699067
193,2023-02-18 03:15:27,PROD003,Flipkart,140.4,Product Launch & Promotions,103.4,135.92843538291086
194,2023-02-18 10:14:21,PROD001,Amazon,138.0,Product Launch & Promotions,112.0,395.6846508017475
195,2023-02-18 11:22:46,PROD003,Amazon,96.0,Product Launch & Promotions,78.0,110.075012666662
196,2023-02-19 19:09:48,PROD003,Amazon,86.39999999999999,Product Launch & Promotions,56.39999999999999,271.0115069147536
197,2023-02-19 18:48:37,PROD002,Offline Store,146.4,Product Launch & Promotions,117.4,419.34896368336746
198,2023-02-19 20:20:09,PROD002,Amazon,132.0,Product Launch & Promotions,113.0,312.87804485400073
199,2023-02-19 18:03:22,PROD003,Amazon,106.8,Product Launch & Promotions,95.8,272.7397208062812
200,2023-02-20 09:04:41,PROD001,Offline Store,151.2,Product Launch & Promotions,127.19999999999999,385.19610545951633
201,2023-02-20 23:57:02,PROD002,Offline Store,159.6,Product Launch & Promotions,130.6,228.93629655216316
202,2023-02-20 04:03:28,PROD001,Flipkart,169.2,Product Launch & Promotions,139.2,186.15446071127712
203,2023-02-20 07:45:28,PROD002,Offline Store,139.2,Product Launch & Promotions,118.19999999999999,406.51599610936046
204,2023-02-21 09:24:26,PROD002,Offline Store,151.2,Product Launch & Promotions,121.19999999999999,146.58680290145583
205,2023-02-21 02:21:06,PROD003,Offline Store,118.8,Product Launch & Promotions,85.8,183.31924143496863
206,2023-02-21 19:55:09,PROD002,Amazon,148.79999999999998,Product Launch & Promotions,109.79999999999998,401.25843695786097
207,2023-02-21 20:44:42,PROD002,Amazon,151.2,Product Launch & Promotions,139.2,533.8787792018028
208,2023-02-22 12:41:50,PROD002,Amazon,162.0,Product Launch & Promotions,122.0,464.98146561184507
209,2023-02-22 21:58:33,PROD001,Offline Store,162.0,Product Launch & Promotions,141.0,379.8011906056665
210,2023-02-22 09:11:13,PROD002,Flipkart,88.8,Product Launch & Promotions,74.8,142.58167952293906
211,2023-02-22 09:54:50,PROD001,Offline Store,177.6,Product Launch & Promotions,144.6,456.8034066664673
212,2023-02-23 01:42:21,PROD003,Amazon,151.2,Product Launch & Promotions,136.2,341.4369856241114
213,2023-02-23 22:49:39,PROD001,Offline Store,127.19999999999999,Product Launch & Promotions,106.19999999999999,124.76054339507768
214,2023-02-23 07:28:39,PROD002,Offline Store,180.0,Product Launch & Promotions,153.0,427.7439133764043
215,2023-02-23 15:57:53,PROD001,Flipkart,163.2,Product Launch & Promotions,139.2,666.5620787919275
216,2023-02-24 09:49:24,PROD003,Offline Store,123.6,Product Launch & Promotions,87.6,426.18036088336396
217,2023-02-24 19:08:55,PROD002,Amazon,158.4,Product Launch & Promotions,137.4,401.53262424181906
218,2023-02-24 03:45:54,PROD003,Amazon,103.2,Product Launch & Promotions,88.2,117.79114423116755
219,2023-02-24 16:09:53,PROD002,Amazon,93.6,Product Launch & Promotions,55.599999999999994,237.2348041022633
220,2023-02-25 00:26:03,PROD002,Offline Store,116.39999999999999,Product Launch & Promotions,104.39999999999999,202.86092364536944
221,2023-02-25 00:20:59,PROD001,Offline Store,159.6,Product Launch & Promotions,145.6,340.87310328558146
222,2023-02-25 09:58:53,PROD002,Offline Store,80.39999999999999,Product Launch & Promotions,55.39999999999999,223.55919989605854
223,2023-02-25 00:57:05,PROD001,Flipkart,92.39999999999999,Product Launch & Promotions,65.39999999999999,283.8263467722709
224,2023-02-26 19:33:27,PROD001,Flipkart,96.0,Product Launch & Promotions,85.0,187.39140615931478
225,2023-02-26 20:50:39,PROD002,Amazon,76.8,Product Launch & Promotions,51.8,225.1616957094255
226,2023-02-26 00:40:32,PROD003,Amazon,169.2,Product Launch & Promotions,146.2,230.16373617601286
227,2023-02-26 11:15:36,PROD002,Amazon,162.0,Product Launch & Promotions,136.0,499.50890718828134
228,2023-02-27 02:33:34,PROD003,Offline Store,144.0,Product Launch & Promotions,107.0,115.70308309133496
229,2023-02-27 20:24:23,PROD002,Offline Store,62.4,Product Launch & Promotions,50.4,122.39012550537015
230,2023-02-27 23:42:40,PROD001,Offline Store,172.79999999999998,Product Launch & Promotions,158.79999999999998,639.4424540759311
231,2023-02-27 17:21:52,PROD003,Amazon,178.79999999999998,Product Launch & Promotions,146.79999999999998,548.8456029953551
232,2023-02-28 05:51:08,PROD001,Offline Store,178.79999999999998,Product Launch & Promotions,167.79999999999998,801.1477771579811
233,2023-02-28 01:50:12,PROD001,Flipkart,106.8,Product Launch & Promotions,70.8,216.75663247687405
234,2023-02-28 08:02:48,PROD003,Amazon,103.2,Product Launch & Promotions,69.2,168.0104519265886
235,2023-02-28 20:21:17,PROD001,Flipkart,126.0,Product Launch & Promotions,93.0,423.8889843285687
236,2023-03-01 12:21:11,PROD002,Offline Store,135.6,Product Launch & Promotions,100.6,248.42040340857602
237,2023-03-01 02:46:27,PROD001,Flipkart,152.4,Product Launch & Promotions,137.4,684.3059513983038
238,2023-03-01 10:06:05,PROD002,Offline Store,104.39999999999999,Product Launch & Promotions,75.39999999999999,167.83915019697093
239,2023-03-01 05:44:28,PROD002,Flipkart,66.0,Product Launch & Promotions,27.0,105.4959547367991
240,2023-03-02 13:17:40,PROD001,Amazon,162.0,Product Launch & Promotions,141.0,500.55707136618025
241,2023-03-02 23:43:10,PROD001,Amazon,152.4,Product Launch & Promotions,128.4,476.6664446568625
242,2023-03-02 02:15:49,PROD003,Flipkart,115.19999999999999,Product Launch & Promotions,87.19999999999999,220.73961530904563
243,2023-03-02 04:43:28,PROD002,Flipkart,127.19999999999999,Product Launch & Promotions,99.19999999999999,401.99191840967626
244,2023-03-03 11:25:20,PROD003,Flipkart,97.2,Product Launch & Promotions,87.2,422.2293942300296
245,2023-03-03 15:33:24,PROD003,Amazon,99.6,Product Launch & Promotions,67.6,277.15039634691436
246,2023-03-03 19:18:44,PROD002,Amazon,78.0,Product Launch & Promotions,66.0,101.8323022808592
247,2023-03-03 22:28:05,PROD003,Flipkart,162.0,Product Launch & Promotions,150.0,358.4551768431387
248,2023-03-04 09:57:19,PROD001,Offline Store,168.0,Product Launch & Promotions,138.0,649.8831001111942
249,2023-03-04 11:32:14,PROD001,Amazon,80.39999999999999,Product Launch & Promotions,55.39999999999999,107.86073843797048
250,2023-03-04 17:36:23,PROD002,Offline Store,79.2,Product Launch & Promotions,67.2,231.69171987239602
251,2023-03-04 12:45:46,PROD002,Offline Store,122.39999999999999,Product Launch & Promotions,86.39999999999999,352.2232686094956
252,2023-03-05 04:20:41,PROD001,Flipkart,130.79999999999998,Product Launch & Promotions,109.79999999999998,408.5038686932959
