,Timestamp,Manufacturing Plant Identifier,Product Identifier,Production Quantity,Production Costs,Capacity Constraints
156,2023-02-10 08:19:41,Plant C,PROD002,64.65110824357366,13.07,107
157,2023-02-09 17:07:06,Plant A,PROD001,89.26142469830722,27.99,178
158,2023-02-10 10:44:34,Plant C,PROD002,186.96791099408443,49.3,183
159,2023-02-09 23:53:31,Plant A,PROD003,105.57307597208903,16.35,164
160,2023-02-11 01:15:54,Plant B,PROD002,160.99350739959854,12.64,136
161,2023-02-10 16:03:25,Plant A,PROD002,83.35003955813099,23.33,171
162,2023-02-11 17:13:41,Plant C,PROD003,62.82339630726852,38.35,184
163,2023-02-11 04:50:36,Plant A,PROD001,169.41391594974857,49.89,139
164,2023-02-11 14:21:49,Plant C,PROD001,55.65263909617457,23.67,111
165,2023-02-12 11:16:51,Plant B,PROD001,142.57903285736054,43.4,124
166,2023-02-11 13:37:20,Plant C,PROD001,108.37692056353771,43.25,104
167,2023-02-11 23:47:04,Plant C,PROD002,179.04800577114244,21.4,121
168,2023-02-12 23:14:39,Plant C,PROD001,187.19861768338072,24.71,200
169,2023-02-12 21:41:01,Plant C,PROD001,120.0780823747579,42.05,156
170,2023-02-13 07:04:57,Plant A,PROD001,158.86462624000308,44.05,132
171,2023-02-13 04:37:35,Plant B,PROD003,110.72739772656755,42.67,110
172,2023-02-14 00:38:27,Plant B,PROD001,68.94281781158017,11.13,103
173,2023-02-14 16:46:55,Plant A,PROD001,131.4528605732884,43.24,191
174,2023-02-14 08:25:26,Plant C,PROD003,91.16728691349587,47.61,160
175,2023-02-14 01:43:59,Plant C,PROD002,67.1897456318811,41.76,167
176,2023-02-15 07:47:23,Plant B,PROD001,64.91273770703171,38.74,108
177,2023-02-15 14:07:26,Plant B,PROD002,155.099316786545,48.99,154
178,2023-02-14 11:38:19,Plant A,PROD002,147.10836178853165,35.43,167
179,2023-02-14 11:54:06,Plant B,PROD002,106.77072806813909,40.86,132
180,2023-02-16 11:54:35,Plant C,PROD003,150.6417942530743,28.58,196
181,2023-02-16 07:53:44,Plant C,PROD002,94.74194152119918,18.06,161
182,2023-02-15 12:22:00,Plant A,PROD001,145.07969014549366,40.13,105
183,2023-02-16 08:01:05,Plant A,PROD003,92.74247424824559,27.48,136
184,2023-02-16 23:19:46,Plant B,PROD002,154.16722421769921,46.97,195
185,2023-02-17 13:03:43,Plant C,PROD001,138.21847793674416,21.75,134
186,2023-02-17 04:17:13,Plant A,PROD003,106.677744041217,24.06,110
187,2023-02-16 20:31:33,Plant A,PROD003,69.78518550206779,13.0,193
188,2023-02-18 02:19:13,Plant C,PROD001,116.86715763822072,37.12,151
189,2023-02-17 15:11:08,Plant B,PROD002,157.91316954877064,34.2,104
190,2023-02-18 00:04:25,Plant C,PROD003,134.000253413239,22.58,157
191,2023-02-17 14:36:27,Plant B,PROD003,161.02099548555321,20.47,131
192,2023-02-18 04:20:10,Plant B,PROD003,191.76856968699127,15.43,190
193,2023-02-18 14:15:27,Plant A,PROD003,165.25303936618826,36.71,157
194,2023-02-19 09:14:21,Plant C,PROD001,123.83918105757506,35.51,108
195,2023-02-18 23:22:46,Plant B,PROD003,99.79209413080096,32.16,165
196,2023-02-20 18:09:48,Plant B,PROD003,81.83238722317179,38.75,159
197,2023-02-20 09:48:37,Plant C,PROD002,170.10488383585619,28.63,152
198,2023-02-20 01:20:09,Plant C,PROD002,142.25352590896853,27.3,144
199,2023-02-20 11:03:22,Plant A,PROD003,104.99913348889464,45.8,115
200,2023-02-20 12:04:41,Plant A,PROD001,162.12490758703703,30.1,132
201,2023-02-21 18:57:02,Plant A,PROD002,166.26839377958083,11.65,175
202,2023-02-20 18:03:28,Plant A,PROD001,177.01454844916285,34.72,110
203,2023-02-21 05:45:28,Plant A,PROD002,138.5193446685021,26.24,163
204,2023-02-21 14:24:26,Plant B,PROD002,139.0361911039459,22.5,109
205,2023-02-21 20:21:06,Plant C,PROD003,124.83070035385848,14.25,140
206,2023-02-22 15:55:09,Plant A,PROD002,129.90676562145805,26.73,159
207,2023-02-22 11:44:42,Plant A,PROD002,156.12777643629158,29.95,141
208,2023-02-23 00:41:50,Plant B,PROD002,178.559560569873,11.95,163
209,2023-02-23 01:58:33,Plant B,PROD001,161.82229030217707,27.24,163
210,2023-02-22 21:11:13,Plant B,PROD002,75.10587856100032,32.13,193
211,2023-02-22 13:54:50,Plant A,PROD001,204.46952630444395,15.15,149
212,2023-02-23 21:42:21,Plant A,PROD003,154.63164666286147,30.36,150
213,2023-02-24 18:49:39,Plant C,PROD001,109.66716751775765,45.73,105
214,2023-02-24 02:28:39,Plant A,PROD002,189.45985863186942,23.45,141
215,2023-02-23 19:57:53,Plant C,PROD001,146.24199070618707,49.2,168
216,2023-02-25 06:49:24,Plant C,PROD003,122.36425727536283,41.32,139
217,2023-02-25 08:08:55,Plant C,PROD002,143.77388433505726,15.91,173
218,2023-02-24 08:45:54,Plant C,PROD003,91.35767550308283,26.52,131
219,2023-02-25 15:09:53,Plant A,PROD002,104.40319368148388,15.52,152
220,2023-02-25 18:26:03,Plant A,PROD002,110.24096269094505,23.69,171
221,2023-02-25 07:20:59,Plant B,PROD001,182.33645401158188,48.29,186
222,2023-02-26 08:58:53,Plant B,PROD002,96.68613226462718,38.2,171
223,2023-02-25 22:57:05,Plant B,PROD001,93.52921559079226,31.73,161
224,2023-02-27 07:33:27,Plant B,PROD001,101.95726898511082,46.96,144
225,2023-02-27 05:50:39,Plant C,PROD002,73.5768928421447,15.49,132
226,2023-02-26 02:40:32,Plant C,PROD003,167.9346230538384,14.01,194
227,2023-02-26 17:15:36,Plant B,PROD002,184.7540944445125,26.28,191
228,2023-02-27 05:33:34,Plant B,PROD003,137.5813382142219,36.09,161
229,2023-02-28 02:24:23,Plant A,PROD002,70.11827277991819,47.36,168
230,2023-02-28 01:42:40,Plant A,PROD001,179.62400117018058,10.37,150
231,2023-02-28 09:21:52,Plant C,PROD003,203.21959546655017,45.57,177
232,2023-02-28 14:51:08,Plant A,PROD001,149.32854616236267,38.74,164
233,2023-02-28 22:50:12,Plant A,PROD001,97.28730401153355,45.88,194
234,2023-02-28 16:02:48,Plant B,PROD003,104.34406698885708,10.27,165
235,2023-03-01 05:21:17,Plant B,PROD001,120.2597466408829,36.15,130
236,2023-03-02 11:21:11,Plant C,PROD002,115.25561341471425,40.79,130
237,2023-03-01 18:46:27,Plant C,PROD001,163.8055593799115,16.13,115
238,2023-03-01 17:06:05,Plant C,PROD002,120.96456732246969,40.47,177
239,2023-03-02 00:44:28,Plant C,PROD002,70.0579013111376,14.49,196
240,2023-03-03 11:17:40,Plant C,PROD001,162.9114406460289,18.22,164
241,2023-03-03 14:43:10,Plant C,PROD001,149.78255495668688,32.56,162
242,2023-03-02 09:15:49,Plant C,PROD003,96.96420949464984,33.13,159
243,2023-03-02 20:43:28,Plant A,PROD002,124.75117348352889,11.27,154
244,2023-03-04 00:25:20,Plant B,PROD003,112.46032150208764,27.94,123
245,2023-03-03 19:33:24,Plant B,PROD003,103.8534372617103,17.14,148
246,2023-03-04 05:18:44,Plant C,PROD002,68.20637290205137,28.52,150
247,2023-03-04 05:28:05,Plant C,PROD003,146.22269914942777,47.5,169
248,2023-03-04 10:57:19,Plant C,PROD001,186.0335297389076,19.63,197
249,2023-03-04 13:32:14,Plant A,PROD001,85.5067321418873,26.09,112
250,2023-03-05 17:36:23,Plant A,PROD002,77.2949168800738,33.04,169
251,2023-03-05 05:45:46,Plant C,PROD002,146.8239840150235,18.84,176
252,2023-03-05 18:20:41,Plant B,PROD001,155.02245350659413,32.23,135
253,2023-03-05 22:40:37,Plant A,PROD001,133.7587888554418,22.0,144
254,2023-03-05 18:33:09,Plant A,PROD002,80.35149600833248,46.59,196
255,2023-03-06 13:57:18,Plant C,PROD001,84.49811470065573,13.16,152
256,2023-03-07 16:19:39,Plant B,PROD003,128.9227085041507,11.58,147
257,2023-03-06 15:10:42,Plant A,PROD003,148.87083497622635,22.13,124
258,2023-03-06 08:05:02,Plant A,PROD003,119.87424651340888,37.83,127
259,2023-03-07 16:40:01,Plant C,PROD002,125.43337856768994,24.37,126
260,2023-03-07 18:51:51,Plant B,PROD003,110.8612773923048,46.57,146
261,2023-03-08 09:26:30,Plant B,PROD002,98.76808436746845,33.17,140
262,2023-03-08 07:46:55,Plant B,PROD002,77.81739702275492,47.74,137
263,2023-03-08 10:15:29,Plant B,PROD001,140.31054594200558,41.8,132
264,2023-03-08 14:55:39,Plant A,PROD002,91.2485616995823,30.96,117
265,2023-03-08 15:12:48,Plant A,PROD001,112.3734064473227,10.37,185
266,2023-03-08 16:05:25,Plant C,PROD003,100.76330647587879,10.63,158
267,2023-03-09 02:31:38,Plant C,PROD003,119.07839116591688,42.53,170
268,2023-03-09 20:08:56,Plant C,PROD002,109.46232089810316,34.79,155
269,2023-03-10 00:36:35,Plant B,PROD001,134.31183366995757,19.03,145
270,2023-03-10 11:17:52,Plant C,PROD003,155.63086305645368,29.04,110
271,2023-03-09 14:35:23,Plant C,PROD001,149.14816211109988,45.79,101
272,2023-03-10 04:08:45,Plant A,PROD002,143.21907187529752,37.38,129
273,2023-03-10 23:20:59,Plant B,PROD003,80.5082694331722,15.77,169
274,2023-03-11 07:37:21,Plant C,PROD003,149.60535152577822,45.86,150
275,2023-03-10 12:23:21,Plant B,PROD003,128.91900717955167,12.15,149
276,2023-03-12 09:40:01,Plant B,PROD003,110.53126946511313,11.19,129
277,2023-03-12 16:36:14,Plant B,PROD003,166.00114471493418,33.44,200
278,2023-03-12 08:49:53,Plant B,PROD002,141.04154234241045,38.47,110
279,2023-03-11 15:12:01,Plant C,PROD002,103.51060269701347,40.45,119
280,2023-03-12 19:49:39,Plant A,PROD002,157.08832384797088,24.16,116
281,2023-03-12 20:20:42,Plant A,PROD002,107.33475204576553,38.99,176
282,2023-03-13 09:21:34,Plant C,PROD002,150.0962290101961,15.84,131
283,2023-03-13 22:16:39,Plant A,PROD002,95.24084062625636,35.0,155
284,2023-03-14 05:49:18,Plant C,PROD003,155.415723004547,25.2,178
285,2023-03-14 04:59:59,Plant B,PROD003,117.92577732808277,34.13,156
286,2023-03-14 09:52:22,Plant C,PROD001,60.16275631687503,29.64,125
287,2023-03-14 09:41:16,Plant C,PROD003,85.20562862482637,17.99,200
288,2023-03-15 08:44:17,Plant C,PROD001,167.26037304245702,41.91,123
289,2023-03-15 05:57:33,Plant C,PROD001,104.02130158636957,20.11,108
290,2023-03-15 09:06:43,Plant A,PROD001,142.5465651356559,30.26,191
291,2023-03-15 12:30:41,Plant C,PROD001,123.93007461345069,46.58,153
292,2023-03-15 23:41:36,Plant A,PROD001,173.06989809041275,37.1,198
293,2023-03-16 05:26:56,Plant B,PROD001,107.33817615334354,30.75,196
294,2023-03-16 02:56:02,Plant C,PROD001,153.52216749402282,16.03,188
295,2023-03-15 14:29:41,Plant A,PROD003,129.12512202569692,23.93,161
296,2023-03-17 05:17:12,Plant B,PROD001,80.30510651289717,22.76,158
297,2023-03-16 11:00:47,Plant B,PROD002,151.08277621225142,47.2,105
298,2023-03-17 09:57:25,Plant C,PROD002,106.6363867457218,35.19,131
299,2023-03-16 18:30:20,Plant A,PROD001,108.62461648377774,25.55,181
300,2023-03-18 04:19:37,Plant C,PROD003,56.35835102674273,17.48,127
301,2023-03-17 21:42:07,Plant B,PROD002,84.16937545735942,25.55,125
302,2023-03-18 08:49:19,Plant B,PROD003,138.84769319028823,46.75,175
303,2023-03-17 12:14:08,Plant C,PROD002,112.67346402531807,30.43,110
304,2023-03-19 19:35:58,Plant B,PROD002,154.64738300911625,47.23,176
305,2023-03-19 07:55:50,Plant A,PROD001,124.5065323227859,48.07,171
306,2023-03-19 10:07:03,Plant B,PROD003,87.57794978156821,26.63,117
307,2023-03-19 00:28:07,Plant B,PROD003,153.54898218395712,31.5,162
308,2023-03-19 18:51:03,Plant A,PROD002,143.6004214938136,20.72,199
309,2023-03-20 04:43:51,Plant C,PROD002,64.92062824452003,14.1,146
310,2023-03-19 09:37:04,Plant C,PROD001,111.2082653414572,27.56,196
311,2023-03-19 22:59:30,Plant A,PROD001,130.88400682546538,35.31,199
312,2023-03-21 08:41:26,Plant A,PROD002,101.58627026522734,33.87,178
313,2023-03-21 00:43:42,Plant A,PROD003,176.33867293998665,42.61,141
314,2023-03-20 22:25:33,Plant A,PROD001,113.12789617389906,19.99,196
315,2023-03-20 18:29:43,Plant C,PROD003,138.80611540870163,35.11,141
316,2023-03-22 13:22:09,Plant B,PROD002,178.32500650227317,47.45,157
317,2023-03-22 13:39:49,Plant B,PROD001,94.37656797955322,48.89,158
318,2023-03-22 02:43:45,Plant C,PROD001,199.0528709971807,29.79,185
319,2023-03-22 04:48:55,Plant B,PROD001,135.0351695768062,40.49,136
320,2023-03-23 14:36:20,Plant A,PROD003,191.57099023065538,10.03,112
321,2023-03-22 13:42:33,Plant B,PROD001,124.035474739989,13.73,125
322,2023-03-23 23:58:11,Plant B,PROD003,115.55831122038008,37.98,132
323,2023-03-23 04:42:24,Plant A,PROD003,160.5982712623148,30.78,154
324,2023-03-23 21:48:34,Plant B,PROD002,90.64294607420473,12.83,101
325,2023-03-23 19:58:03,Plant B,PROD003,118.46786744995583,35.66,111
326,2023-03-23 15:13:21,Plant C,PROD003,115.59009717166043,35.12,118
327,2023-03-23 10:03:17,Plant A,PROD002,154.0756261828422,33.58,152
328,2023-03-25 12:46:42,Plant B,PROD003,118.4573591788438,34.04,144
329,2023-03-24 07:13:59,Plant C,PROD001,87.80104509897969,30.71,177
330,2023-03-24 23:44:38,Plant C,PROD003,127.19170100287101,25.44,124
331,2023-03-24 20:24:29,Plant A,PROD003,97.67784590706417,15.28,163
332,2023-03-25 16:29:06,Plant C,PROD003,207.41973326862126,33.49,153
333,2023-03-26 09:26:02,Plant A,PROD003,182.38558475399915,30.04,133
334,2023-03-26 04:37:46,Plant B,PROD002,77.73368100536075,13.16,154
335,2023-03-25 10:31:35,Plant A,PROD003,120.60289711067172,22.41,119
336,2023-03-27 19:41:47,Plant B,PROD002,85.80927685252904,34.35,193
337,2023-03-27 05:34:31,Plant B,PROD001,173.79985427098794,29.86,185
338,2023-03-26 11:52:42,Plant B,PROD001,127.21294724649371,39.32,166
339,2023-03-27 17:09:00,Plant A,PROD001,126.94900529554347,35.1,198
340,2023-03-27 23:58:30,Plant B,PROD003,53.144543099485574,45.77,158
341,2023-03-27 02:33:46,Plant C,PROD002,100.75915764467653,28.87,192
342,2023-03-28 10:51:58,Plant B,PROD001,81.23563883851352,26.77,119
343,2023-03-28 09:16:52,Plant B,PROD002,109.73361909751524,36.93,131
344,2023-03-29 04:15:44,Plant A,PROD001,155.69547900464048,40.94,122
345,2023-03-29 20:48:02,Plant B,PROD001,108.7056413215223,34.91,141
346,2023-03-28 08:44:10,Plant B,PROD001,127.40746458556627,16.02,147
347,2023-03-28 04:57:33,Plant B,PROD001,101.30155967029916,40.36,103
348,2023-03-29 17:17:02,Plant B,PROD001,91.22314810875164,48.9,194
349,2023-03-29 17:59:54,Plant A,PROD002,83.59678038494587,28.34,191
350,2023-03-29 14:59:04,Plant C,PROD002,147.95259253427002,27.4,110
351,2023-03-30 08:57:34,Plant A,PROD002,193.53064588877254,22.72,130
352,2023-03-31 05:05:32,Plant B,PROD003,61.08428973516099,27.98,129
353,2023-03-30 14:38:49,Plant B,PROD003,113.68313996720171,13.62,152
354,2023-03-30 11:50:28,Plant C,PROD002,122.42915758349525,38.45,138
355,2023-03-31 10:37:42,Plant B,PROD002,188.10743865914247,44.18,150
